pkg,name,value
clam,clam::age.pMC,4
clam,clam::deptime.age,3
clam,clam::mix.calibrationcurves,7
clam,clam::calibrate,43
clam,clam::clam,77
clam,clam::plot_proxies,4
clam,clam::calBP.14C,13
clam,clam::copyCalibrationCurve,2
clam,clam::pMC.age,4
clam,clam::student.t,13
ClamR,ClamR::plotproxy.error,9
ClamR,ClamR::plotproxy.error11,9
ClamR,ClamR::proxyA,3
ClamR,ClamR::windowsize,5
ClamR,ClamR::SinMod,3
ClamR,ClamR::plotproxy.all2,12
ClamR,ClamR::plotproxy1,8
ClamR,ClamR::plotproxy.all,12
ClamR,ClamR::RESCALE,5
ClamR,ClamR::error.bar,9
ClamR,ClamR::proxyJK,3
ClamR,ClamR::NextPow2,1
clarifai,clarifai::get_info,1
clarifai,clarifai::get_color,2
clarifai,clarifai::get_token,1
clarifai,clarifai::get_color_urls,3
clarifai,clarifai::secret_id,2
clarifai,clarifai::get_langs,1
clarifai,clarifai::get_usage,1
clarifai,clarifai::tag_images,6
clarifai,clarifai::tag_image_urls,6
clarifai,clarifai::feedback,4
classifierplots,classifierplots::precision_plot,4
classifierplots,classifierplots::positives_plot,2
classifierplots,classifierplots::classifierplots,2
classifierplots,classifierplots::density_plot,2
classifierplots,classifierplots::accuracy_plot,4
classifierplots,classifierplots::lift_plot,4
classifierplots,classifierplots::calibration_plot,2
classifierplots,classifierplots::classifierplots_folder,5
classifierplots,classifierplots::sigmoid,1
classifierplots,classifierplots::roc_plot,4
classifierplots,classifierplots::recall_plot,4
classifierplots,classifierplots::notation_key_plot,0
classifierplots,classifierplots::propensity_plot,3
classifly,classifly::classifly,7
classifly,classifly::knnf,3
classifly,classifly::simvar,3
classifly,classifly::classify,3
classifly,classifly::variables,1
classifly,classifly::posterior,2
classifly,classifly::advantage,1
classifly,classifly::generate_classification_data,5
classifly,classifly::explore,6
clean,clean::clean_Date,3
clean,clean::clean_factor,6
clean,clean::is.freq,1
clean,clean::regex_true,0
clean,clean::clean_numeric,3
clean,clean::clean,1
clean,clean::regex_false,0
clean,clean::clean_character,5
clean,clean::header,2
clean,clean::clean_logical,6
clean,clean::freq,2
clean,clean::format_datetime,1
clean,clean::top_freq,2
clean,clean::freq.default,15
clean,clean::clean_currency,3
clean,clean::clean_POSIXct,4
clean,clean::as.currency,3
clean,clean::is.currency,1
CleanBSequences,CleanBSequences::TwoPrimerRemove,3
CleanBSequences,CleanBSequences::OnePrimerRemove,2
cleandata,cleandata::inspect_na,2
cleandata,cleandata::impute_median,4
cleandata,cleandata::inspect_smap,2
cleandata,cleandata::impute_mode,4
cleandata,cleandata::encode_onehot,5
cleandata,cleandata::encode_binary,4
cleandata,cleandata::impute_mean,4
cleandata,cleandata::encode_ordinal,6
cleandata,cleandata::partition_random,7
cleandata,cleandata::wh_dict,3
cleandata,cleandata::inspect_map,3
cleaner,cleaner::clean_Date,4
cleaner,cleaner::clean_factor,6
cleaner,cleaner::is.freq,1
cleaner,cleaner::clean_integer,3
cleaner,cleaner::regex_true,0
cleaner,cleaner::clean_numeric,3
cleaner,cleaner::clean,1
cleaner,cleaner::regex_false,0
cleaner,cleaner::clean_character,5
cleaner,cleaner::percentage,3
cleaner,cleaner::header,2
cleaner,cleaner::clean_logical,6
cleaner,cleaner::clean_percentage,3
cleaner,cleaner::is.percentage,1
cleaner,cleaner::freq,2
cleaner,cleaner::format_datetime,1
cleaner,cleaner::clean_double,3
cleaner,cleaner::as.percentage,2
cleaner,cleaner::top_freq,2
cleaner,cleaner::freq.default,15
cleaner,cleaner::clean_currency,4
cleaner,cleaner::clean_POSIXct,5
cleaner,cleaner::as.currency,3
cleaner,cleaner::is.currency,1
cleanerR,cleanerR::CandidatesTable,5
cleanerR,cleanerR::MeanAccuracy,3
cleanerR,cleanerR::AutoComplete,6
cleanerR,cleanerR::NA_VALUES,1
cleanerR,cleanerR::CompleteDatasetTable,3
cleanerR,cleanerR::WorstAccuracy,3
cleanerR,cleanerR::Candidates,5
cleanerR,cleanerR::BestAccuracyTable,3
cleanerR,cleanerR::AutoCompleteTable,6
cleanerR,cleanerR::BestVectorTable,6
cleanerR,cleanerR::MeanAccuracyTable,3
cleanerR,cleanerR::BestVector,6
cleanerR,cleanerR::GenerateCandidates,5
cleanerR,cleanerR::CompleteDataset,3
cleanerR,cleanerR::GenerateCandidatesTable,5
cleanerR,cleanerR::WorstAccuracyTable,3
cleanerR,cleanerR::BestAccuracy,3
cleangeo,cleangeo::clgeo_SuspiciousFeatures,2
cleangeo,cleangeo::clgeo_CleanByPolygonation.Polygons,2
cleangeo,cleangeo::clgeo_Clean,4
cleangeo,cleangeo::clgeo_IsValid,2
cleangeo,cleangeo::clgeo_SummaryReport,1
cleangeo,cleangeo::clgeo_GeometryReport,1
cleangeo,cleangeo::clgeo_CollectionReport,1
cleangeo,cleangeo::clgeo_CleanByPolygonation.SpatialPolygons,2
cleangeo,cleangeo::clgeo_CleanByPolygonation.Polygon,2
cleanNLP,cleanNLP::cnlp_utils_tfidf,10
cleanNLP,cleanNLP::cnlp_init_corenlp,2
cleanNLP,cleanNLP::cnlp_utils_pca,4
cleanNLP,cleanNLP::cnlp_annotate,3
cleanNLP,cleanNLP::cnlp_utils_tf,10
cleanNLP,cleanNLP::cnlp_download_spacy,1
cleanNLP,cleanNLP::cnlp_init_spacy,1
cleanNLP,cleanNLP::cnlp_init_stringi,1
cleanNLP,cleanNLP::cnlp_init_udpipe,2
cleanNLP,cleanNLP::cnlp_download_corenlp,1
cleanr,cleanr::check_package,3
cleanr,cleanr::get_cleanr_options,3
cleanr,cleanr::check_file_width,2
cleanr,cleanr::check_num_lines_of_code,2
cleanr,cleanr::check_file,2
cleanr,cleanr::check_num_lines,2
cleanr,cleanr::check_num_arguments,2
cleanr,cleanr::check_line_width,2
cleanr,cleanr::check_function_layout,8
cleanr,cleanr::is_not_false,3
cleanr,cleanr::check_file_layout,3
cleanr,cleanr::check_directory,4
cleanr,cleanr::load_internal_functions,2
cleanr,cleanr::check_functions_in_file,2
cleanr,cleanr::gco,3
cleanr,cleanr::check_nesting_depth,2
cleanr,cleanr::check_file_length,2
cleanr,cleanr::check_return,2
cleanr,cleanr::set_cleanr_options,3
clespr,clespr::func.obs.prop,2
clespr,clespr::func.cl.ord.repar,6
clespr,clespr::func.obs.ord,2
clespr,clespr::func.cl.prop,5
clespr,clespr::func.cle.ord,9
clespr,clespr::func.cl.ord,6
clespr,clespr::func.cle.prop,8
ClickClustCont,ClickClustCont::ClickClust_EM,14
clickR,clickR::unforge,4
clickR,clickR::good2go,3
clickR,clickR::forge,4
clickR,clickR::fix.dates,6
clickR,clickR::search_scripts,3
clickR,clickR::mine.plot,8
clickR,clickR::ipboxplot,3
clickR,clickR::mtapply,3
clickR,clickR::fix.numerics,4
clickR,clickR::make_latex_table,2
clickR,clickR::ttrue,1
clickR,clickR::make_csv_table,3
clickR,clickR::make_word_table,4
clickR,clickR::coefplot,13
clickR,clickR::workspace,1
clickR,clickR::descriptive,4
clickR,clickR::make_table,5
clickR,clickR::rob.ci,4
clickR,clickR::GK_assoc,2
clickR,clickR::fix.levels,4
clickR,clickR::report,2
clickR,clickR::kill.factors,2
clickR,clickR::workspace_sapply,2
clickR,clickR::rob.pvals,1
clickR,clickR::%>NA%,0
clickR,clickR::cluster_var,2
clickR,clickR::fix.factors,3
clickR,clickR::descriptivo,1
clickR,clickR::%<NA%,0
clickR,clickR::peek,3
clickR,clickR::%<=NA%,0
clickR,clickR::VarCorr,3
clickR,clickR::nice_names,1
clickR,clickR::%>=NA%,0
clickR,clickR::check_quality,7
CliftLRD,CliftLRD::liftHurstCC,17
CliftLRD,CliftLRD::meanmoC,1
CliftLRD,CliftLRD::liftHurstC,17
CliftLRD,CliftLRD::meanC,1
clikcorr,clikcorr::est,11
clikcorr,clikcorr::clikcorr,11
clikcorr,clikcorr::lrt,11
clikcorr,clikcorr::summary.clikcorr,2
clikcorr,clikcorr::splot2,10
clikcorr,clikcorr::plot.clikcorr,5
clikcorr,clikcorr::sv,5
clikcorr,clikcorr::clikcorr.default,11
clikcorr,clikcorr::splot,7
clikcorr,clikcorr::print.clikcorr,2
climate,climate::meteo_imgw_daily,7
climate,climate::sounding_wyoming,5
climate,climate::meteo_imgw_monthly,7
climate,climate::hydro_imgw_daily,5
climate,climate::stations_ogimet,3
climate,climate::meteo_ogimet,5
climate,climate::meteo_imgw_hourly,7
climate,climate::hydro_imgw_annual,6
climate,climate::nearest_stations_ogimet,6
climate,climate::hydro_imgw_monthly,5
climate,climate::hydro_imgw,7
climate,climate::meteo_imgw,8
clime,clime::likelihood,2
clime,clime::tracel2,2
clime,clime::cv.clime,3
clime,clime::clime,12
clinPK,clinPK::pk_2cmt_inf_cmin_ss,8
clinPK,clinPK::pk_1cmt_inf,7
clinPK,clinPK::find_nearest_interval,3
clinPK,clinPK::pk_1cmt_t12,2
clinPK,clinPK::pk_1cmt_inf_cmin_ss,6
clinPK,clinPK::pk_2cmt_t12_interval,6
clinPK,clinPK::pk_2cmt_bolus,8
clinPK,clinPK::calc_lbw,6
clinPK,clinPK::pk_1cmt_inf_cmax_ss,6
clinPK,clinPK::pk_2cmt_inf_ss,9
clinPK,clinPK::dose2auc,4
clinPK,clinPK::pk_2cmt_bolus_dose_from_cmin,6
clinPK,clinPK::calc_egfr,17
clinPK,clinPK::pk_1cmt_bolus_dose_from_cmax,4
clinPK,clinPK::calc_t12,4
clinPK,clinPK::calc_amts_for_conc,3
clinPK,clinPK::read_who_table,5
clinPK,clinPK::cm2inch,1
clinPK,clinPK::find_nearest_dose,3
clinPK,clinPK::pk_1cmt_inf_ss,7
clinPK,clinPK::pct_weight_for_age,4
clinPK,clinPK::convert_creat_unit,2
clinPK,clinPK::pk_1cmt_bolus_ss,6
clinPK,clinPK::nca,6
clinPK,clinPK::calc_bmi,2
clinPK,clinPK::pk_2cmt_inf,9
clinPK,clinPK::add_ruv,2
clinPK,clinPK::calc_bsa,3
clinPK,clinPK::inch2cm,1
clinPK,clinPK::pct_height_for_age,4
clinPK,clinPK::calc_kel_single_tdm,8
clinPK,clinPK::pk_1cmt_bolus_dose_from_cmin,4
clinPK,clinPK::auc2dose,4
clinPK,clinPK::pk_2cmt_t12,5
clinPK,clinPK::pk_2cmt_bolus_cmax_ss,7
clinPK,clinPK::pk_1cmt_inf_dose_from_cmax,5
clinPK,clinPK::conc2mol,4
clinPK,clinPK::calc_creat_neo,2
clinPK,clinPK::pk_1cmt_bolus,6
clinPK,clinPK::convert_creat_assay,3
clinPK,clinPK::pk_1cmt_bolus_cmax_ss,5
clinPK,clinPK::calc_creat,3
clinPK,clinPK::pk_2cmt_bolus_cmin_ss,7
clinPK,clinPK::calc_ffm,7
clinPK,clinPK::calc_ibw,7
clinPK,clinPK::kg2lbs,1
clinPK,clinPK::lbs2kg,1
clinPK,clinPK::pct_bmi_for_age,5
clinPK,clinPK::pk_1cmt_inf_dose_from_cmin,5
clinPK,clinPK::mol2conc,4
clinPK,clinPK::calc_abw,5
clinPK,clinPK::calc_egfr_cystatin,4
clinPK,clinPK::pk_2cmt_bolus_dose_from_cmax,6
clinPK,clinPK::pk_2cmt_inf_dose_from_cmax,7
clinPK,clinPK::pk_1cmt_bolus_cmin_ss,5
clinPK,clinPK::pk_1cmt_oral,8
clinPK,clinPK::pk_2cmt_bolus_ss,8
clinPK,clinPK::weight2kg,2
clinPK,clinPK::pk_2cmt_inf_cmax_ss,8
clinPK,clinPK::pk_2cmt_inf_dose_from_cmin,7
ClinReport,ClinReport::prettyround,2
ClinReport,ClinReport::transpose,2
ClinReport,ClinReport::report.quali,17
ClinReport,ClinReport::is.desc,1
ClinReport,ClinReport::spacetable,2
ClinReport,ClinReport::report.quali.hlev,8
ClinReport,ClinReport::report.lsmeans,16
ClinReport,ClinReport::regroup,3
ClinReport,ClinReport::add.stat,6
ClinReport,ClinReport::desc,20
ClinReport,ClinReport::report.quanti,19
ClinReport,ClinReport::report.modelinfo,2
ClinReport,ClinReport::make.label,2
ClinReport,ClinReport::report.sessionInfo,1
ClinReport,ClinReport::report.doc,2
ClinReport,ClinReport::prettyp,2
clinsig,clinsig::clinsig,20
clinsig,clinsig::spreadout,2
clinUtiDNA,clinUtiDNA::gxe.cc,3
clinUtiDNA,clinUtiDNA::utility.cc,4
clinUtiDNA,clinUtiDNA::gxe.coh,2
clinUtiDNA,clinUtiDNA::utility.coh,2
CliquePercolation,CliquePercolation::cpCommunityGraph,4
CliquePercolation,CliquePercolation::cpThreshold,5
CliquePercolation,CliquePercolation::cpPermuteEntropy,5
CliquePercolation,CliquePercolation::cpColoredGraph,9
CliquePercolation,CliquePercolation::cpCommunitySizeDistribution,2
CliquePercolation,CliquePercolation::cpAlgorithm,4
CLME,CLME::shinyUI_clme,0
CLME,CLME::minque,10
CLME,CLME::fixed.effects,2
CLME,CLME::random.effects,2
CLME,CLME::clme_em_mixed,17
CLME,CLME::clme_em,17
CLME,CLME::w.stat.ind,5
CLME,CLME::w.stat,5
CLME,CLME::create.constraints,2
CLME,CLME::shinyServer_clme,2
CLME,CLME::clme_em_fixed,17
CLME,CLME::lrt.stat,4
CLME,CLME::is.clme,1
CLME,CLME::as.clme,2
CLME,CLME::shiny_clme,0
CLME,CLME::model_terms_clme,2
CLME,CLME::clme_resids,3
CLME,CLME::VarCorr,3
CLME,CLME::clme,10
CLME,CLME::resid_boot,14
CloneSeeker,CloneSeeker::Tumor,6
CloneSeeker,CloneSeeker::.__T__$:base,0
CloneSeeker,CloneSeeker::.__T__[:base,0
CloneSeeker,CloneSeeker::.__T__[<-:base,0
CloneSeeker,CloneSeeker::generateTumorData,8
CloneSeeker,CloneSeeker::getClone,2
CloneSeeker,CloneSeeker::.__C__WeightVector,0
CloneSeeker,CloneSeeker::dataGen,2
CloneSeeker,CloneSeeker::plotTumorData,2
CloneSeeker,CloneSeeker::generateSimplex,3
CloneSeeker,CloneSeeker::sampleSimplex,2
CloneSeeker,CloneSeeker::.__C__Tumor,0
CloneSeeker,CloneSeeker::runAlg,1
CloneSeeker,CloneSeeker::.__T__[[<-:base,0
CloneSeeker,CloneSeeker::tumorGen,1
CloneSeeker,CloneSeeker::WeightVector,1
CloneSeeker,CloneSeeker::.__T__$<-:base,0
CloneSeeker,CloneSeeker::seekClones,6
clordr,clordr::surrogate.residual,10
clordr,clordr::cl,10
clordr,clordr::cl.rord,5
clordr,clordr::cl_l,10
clordr,clordr::cle.rord,14
clordr,clordr::sim.rord,9
clordr,clordr::clic,3
cloudml,cloudml::gsutil_exec,3
cloudml,cloudml::gs_rsync,8
cloudml,cloudml::cloudml_deploy,5
cloudml,cloudml::gcloud_terminal,2
cloudml,cloudml::gcloud_install,1
cloudml,cloudml::job_collect,5
cloudml,cloudml::job_status,1
cloudml,cloudml::gs_copy,4
cloudml,cloudml::gs_data_dir,4
cloudml,cloudml::cloudml_train,7
cloudml,cloudml::gcloud_version,0
cloudml,cloudml::job_cancel,1
cloudml,cloudml::gcloud_exec,4
cloudml,cloudml::job_list,5
cloudml,cloudml::gs_data_dir_local,3
cloudml,cloudml::gcloud_init,0
cloudml,cloudml::job_trials,1
cloudml,cloudml::gs_local_dir,3
cloudml,cloudml::cloudml_predict,4
cloudml,cloudml::job_stream_logs,4
cloudUtil,cloudUtil::cloudUtilPlot,9
clr,clr::clr,7
clr,clr::clrdata,3
CLSOCP,CLSOCP::socp,13
clttools,clttools::binom.simu.plot,6
clttools,clttools::coin,2
clttools,clttools::chisq.simu.plot,5
clttools,clttools::nbinom.simu.plot,6
clttools,clttools::expt.simu,4
clttools,clttools::expt,3
clttools,clttools::dice.simu.plot,8
clttools,clttools::dice,2
clttools,clttools::beta.simu.plot,6
clttools,clttools::coin.simu.plot,8
clttools,clttools::distr.simu.plot,9
clttools,clttools::pois.simu.plot,5
clttools,clttools::expo.simu.plot,5
clttools,clttools::normal.simu.plot,6
clttools,clttools::expt.plot,7
clttools,clttools::unif.simu.plot,6
clttools,clttools::coin.simu,3
clttools,clttools::coin.plot,6
clttools,clttools::geom.simu.plot,5
clttools,clttools::gamm.simu.plot,7
clttools,clttools::expt.simu.plot,9
clttools,clttools::dice.simu,3
clttools,clttools::dice.plot,6
clttools,clttools::hyper.simu.plot,7
clttools,clttools::expt.mse,4
clubSandwich,clubSandwich::vcovCR,7
clubSandwich,clubSandwich::Wald_test,5
clubSandwich,clubSandwich::conf_int,6
clubSandwich,clubSandwich::coef_test,6
clubSandwich,clubSandwich::impute_covariance_matrix,4
ClueR,ClueR::runClue,8
ClueR,ClueR::temporalSimu,4
ClueR,ClueR::enrichmentTest,4
ClueR,ClueR::clustOptimal,5
ClueR,ClueR::clustEnrichment,4
ClueR,ClueR::fuzzPlot,7
clues,clues::shrinking,5
clues,clues::plotClusters,10
clues,clues::plotCurves,9
clues,clues::clustering,2
clues,clues::get_Silhouette,3
clues,clues::compClust,3
clues,clues::adjustedRand,3
clues,clues::plotAvgCurves,9
clues,clues::get_CH,3
clues,clues::clues,10
ClusBoot,ClusBoot::plot.clusboot,3
ClusBoot,ClusBoot::clusboot,4
ClusBoot,ClusBoot::boot.silhouette,2
ClusBoot,ClusBoot::complete.linkage,2
ClussCluster,ClussCluster::plot_ClussCluster_Gap,1
ClussCluster,ClussCluster::ClussCluster_Gap,11
ClussCluster,ClussCluster::filter_gene,4
ClussCluster,ClussCluster::print_ClussCluster_Gap,1
ClussCluster,ClussCluster::ClussCluster,10
ClussCluster,ClussCluster::top.m.hm,5
ClussCluster,ClussCluster::print_ClussCluster,1
ClussCluster,ClussCluster::plot_ClussCluster,5
clust.bin.pair,clust.bin.pair::clust.bin.pair,5
clust.bin.pair,clust.bin.pair::paired.to.contingency,3
clust.bin.pair,clust.bin.pair::nested.to.contingency,2
ClustBlock,ClustBlock::preprocess_FreeSort,2
ClustBlock,ClustBlock::clustatis_kmeans,11
ClustBlock,ClustBlock::cluscata,13
ClustBlock,ClustBlock::statis_FreeSort,4
ClustBlock,ClustBlock::clustatis_FreeSort,11
ClustBlock,ClustBlock::cluscata_kmeans,10
ClustBlock,ClustBlock::change_cata_format,7
ClustBlock,ClustBlock::statis,6
ClustBlock,ClustBlock::catatis,6
ClustBlock,ClustBlock::clustatis,13
ClustBlock,ClustBlock::consistency_cata,5
ClustBlock,ClustBlock::clustatis_FreeSort_kmeans,9
clustEff,clustEff::distshape,4
clustEff,clustEff::extract.object,8
clustEff,clustEff::clustEff,14
cluster.datasets,cluster.datasets::,0
Cluster.OBeu,Cluster.OBeu::open_spending.cl,8
Cluster.OBeu,Cluster.OBeu::cl.features,5
Cluster.OBeu,Cluster.OBeu::convex.hulls,2
Cluster.OBeu,Cluster.OBeu::nums,1
Cluster.OBeu,Cluster.OBeu::cl.analysis,8
Cluster.OBeu,Cluster.OBeu::ellipses,2
Cluster.OBeu,Cluster.OBeu::cl.summary,1
Cluster.OBeu,Cluster.OBeu::cl.plot,2
clusterability,clusterability::clusterabilitytest,16
ClusterBootstrap,ClusterBootstrap::clusbootglm,7
ClusterBootstrap,ClusterBootstrap::clusbootsample,2
clusteredinterference,clusteredinterference::policyFX,9
clusteredinterference,clusteredinterference::makeTargetGrid,2
ClusteredMutations,ClusteredMutations::features,7
ClusteredMutations,ClusteredMutations::showers,5
ClusteredMutations,ClusteredMutations::dissmutmatrix,5
ClusteredMutations,ClusteredMutations::imd,4
clusterGenomics,clusterGenomics::part,6
clusterGenomics,clusterGenomics::plotColorbarCol,2
clusterGenomics,clusterGenomics::plotTreeCol,3
clusterGenomics,clusterGenomics::gap,6
clusterGenomics,clusterGenomics::plotColorbarRow,2
clusterGenomics,clusterGenomics::plotColorRange,1
clusterGenomics,clusterGenomics::plotHeatmap,6
clusterGenomics,clusterGenomics::plotTreeRow,3
clusterhap,clusterhap::clusterhap,2
clusterlab,clusterlab::clusterlab,16
clustermq,clustermq::Q_rows,18
clustermq,clustermq::workers,8
clustermq,clustermq::Q,19
clustermq,clustermq::register_dopar_cmq,1
clusternomics,clusternomics::generateTestData_1D,2
clusternomics,clusternomics::empiricalBayesPrior,5
clusternomics,clusternomics::contextCluster,8
clusternomics,clusternomics::generatePrior,4
clusternomics,clusternomics::generateTestData_2D,3
clusternomics,clusternomics::numberOfClusters,1
clusternomics,clusternomics::clusterSizes,1
clusternomics,clusternomics::coclusteringMatrix,1
clusterPower,clusterPower::logit,1
clusterPower,clusterPower::power.sim.poisson,13
clusterPower,clusterPower::fixed.effect.cluster.level,4
clusterPower,clusterPower::weighted.crossover.cluster.level,4
clusterPower,clusterPower::fixed.effect,4
clusterPower,clusterPower::power.sim.binomial,12
clusterPower,clusterPower::mixed.eff.params,3
clusterPower,clusterPower::crtpwr.2rate,8
clusterPower,clusterPower::hayes.power.poisson,7
clusterPower,clusterPower::crtpwr.2prop,11
clusterPower,clusterPower::random.effect,4
clusterPower,clusterPower::expit,1
clusterPower,clusterPower::power.sim.normal,14
clusterPower,clusterPower::crtpwr.2mean,10
ClusterRankTest,ClusterRankTest::clus.rank.sum,5
ClusterRankTest,ClusterRankTest::print.Cluster.Test,2
clusterRepro,clusterRepro::clusterRepro,3
clusterRepro,clusterRepro::IGP.clusterRepro,2
clusterSEs,clusterSEs::cluster.im.glm,8
clusterSEs,clusterSEs::cluster.wild.plm,9
clusterSEs,clusterSEs::cluster.wild.ivreg,10
clusterSEs,clusterSEs::cluster.im.ivreg,7
clusterSEs,clusterSEs::cluster.bs.glm,11
clusterSEs,clusterSEs::cluster.wild.glm,10
clusterSEs,clusterSEs::cluster.bs.plm,10
clusterSEs,clusterSEs::cluster.im.mlogit,7
clusterSEs,clusterSEs::cluster.bs.ivreg,11
clusterSEs,clusterSEs::cluster.bs.mlogit,11
clustertend,clustertend::hopkins,4
ClustGeo,ClustGeo::withindiss,3
ClustGeo,ClustGeo::plot.choicealpha,11
ClustGeo,ClustGeo::inertdiss,3
ClustGeo,ClustGeo::choicealpha,7
ClustGeo,ClustGeo::inert,4
ClustGeo,ClustGeo::hclustgeo,5
ClustGeo,ClustGeo::wardinit,2
ClustImpute,ClustImpute::%>%,0
ClustImpute,ClustImpute::miss_sim,4
ClustImpute,ClustImpute::ClustImpute,7
ClustImpute,ClustImpute::default_wf,2
ClustImpute,ClustImpute::var_reduction,1
clustMD,clustMD::getOutput_clustMDparallel,3
clustMD,clustMD::clustMDparallel,14
clustMD,clustMD::clustMD,13
clustMixType,clustMixType::tau_kproto,5
clustMixType,clustMixType::clprofiles,4
clustMixType,clustMixType::silhouette_kproto,4
clustMixType,clustMixType::mcclain_kproto,4
clustMixType,clustMixType::gamma_kproto,5
clustMixType,clustMixType::cindex_kproto,5
clustMixType,clustMixType::dunn_kproto,4
clustMixType,clustMixType::kproto,2
clustMixType,clustMixType::gplus_kproto,5
clustMixType,clustMixType::ptbiserial_kproto,5
clustMixType,clustMixType::lambdaest,4
ClustOfVar,ClustOfVar::summary.clustab,2
ClustOfVar,ClustOfVar::cutreevar,3
ClustOfVar,ClustOfVar::kmeansvar,6
ClustOfVar,ClustOfVar::hclustvar,3
ClustOfVar,ClustOfVar::print.clustab,2
ClustOfVar,ClustOfVar::mixedVarSim,2
ClustOfVar,ClustOfVar::plot.clustvar,2
ClustOfVar,ClustOfVar::summary.clustvar,2
ClustOfVar,ClustOfVar::descript,3
ClustOfVar,ClustOfVar::print.hclustvar,2
ClustOfVar,ClustOfVar::bootvar,2
ClustOfVar,ClustOfVar::stability,3
ClustOfVar,ClustOfVar::clusterscore,1
ClustOfVar,ClustOfVar::clust_diss,2
ClustOfVar,ClustOfVar::print.clustvar,2
ClustOfVar,ClustOfVar::plot.hclustvar,4
ClustOfVar,ClustOfVar::plot.clustab,4
ClustOfVar,ClustOfVar::getnnsvar,2
ClustOfVar,ClustOfVar::rand,4
ClustOfVar,ClustOfVar::predict.clustvar,4
clustRcompaR,clustRcompaR::compare,4
clustRcompaR,clustRcompaR::compare_plot,1
clustRcompaR,clustRcompaR::clean_dfm,3
clustRcompaR,clustRcompaR::compare_test,1
clustRcompaR,clustRcompaR::assemble_corpus,3
clustRcompaR,clustRcompaR::extract_terms,1
clustRcompaR,clustRcompaR::cluster,8
clustrd,clustrd::local_bootclus,11
clustrd,clustrd::cluspca,11
clustrd,clustrd::tuneclus,14
clustrd,clustrd::cluspcamix,12
clustrd,clustrd::global_bootclus,12
clustrd,clustrd::clusmca,10
clustree,clustree::clustree_overlay,2
clustree,clustree::clustree,2
clustringr,clustringr::cluster_plot,4
clustringr,clustringr::cluster_strings,5
CLUSTShiny,CLUSTShiny::CLUSTShiny,0
clustsig,clustsig::simprof.plot,6
clustsig,clustsig::simprof,13
clustvarsel,clustvarsel::BICreg,2
clustvarsel,clustvarsel::clvarselhlbkw,13
clustvarsel,clustvarsel::clvarselgrfwd,13
clustvarsel,clustvarsel::startParallel,2
clustvarsel,clustvarsel::print.clustvarsel,3
clustvarsel,clustvarsel::clvarselhlfwd,13
clustvarsel,clustvarsel::clustvarsel,18
clustvarsel,clustvarsel::clvarselgrbkw,13
cmaes,cmaes::cma_es,6
cmaes,cmaes::bias_function,2
cmaes,cmaes::f_rosenbrock,1
cmaes,cmaes::f_sphere,1
cmaes,cmaes::f_rastrigin,1
cmaes,cmaes::rotate_function,2
cmaes,cmaes::extract_population,2
cmaes,cmaes::shift_function,2
cmaes,cmaes::f_rand,1
cmaes,cmaes::cmaES,1
CMapViz,CMapViz::bubble_plot,8
CMC,CMC::alpha.curve,1
CMC,CMC::alpha.cronbach,1
cmce,cmce::makedistlist,1
cmce,cmce::gp.realize,7
cmce,cmce::getranges,1
cmce,cmce::unscalemat,2
cmce,cmce::calibrate,6
cmce,cmce::scaledesign,2
CMLS,CMLS::solveQPerror,3
CMLS,CMLS::cv.cmls,14
CMLS,CMLS::list2bdiag,1
CMLS,CMLS::gcvfun,6
CMLS,CMLS::IsplineBasis,6
CMLS,CMLS::PseudoInverse,3
CMLS,CMLS::MsplineBasis,7
CMLS,CMLS::mlsun,14
CMLS,CMLS::mlsei,14
CMLS,CMLS::const,2
CMLS,CMLS::cmls,13
CMLS,CMLS::kcvmse,6
CMLS,CMLS::kcvmae,6
CMLS,CMLS::rsinvsqrt,2
CMLS,CMLS::solveQP,7
cmm,cmm::SpecifyCoefficient,4
cmm,cmm::MarginalMatrix,5
cmm,cmm::ConstraintMatrix,4
cmm,cmm::JoinModels,1
cmm,cmm::DirectSum,1
cmm,cmm::DesignMatrix,5
cmm,cmm::ModelStatistics,12
cmm,cmm::SampleStatistics,10
cmm,cmm::MarginalModelFit,17
cmmr,cmmr::advanced_batch_search,16
cmmr,cmmr::create_msms_body,9
cmmr,cmmr::batch_search,9
cmmr,cmmr::msms_search,10
cmmr,cmmr::create_advanced_batch_body,15
cmmr,cmmr::create_batch_body,8
cmna,cmna::rhorner,2
cmna,cmna::swaprows,3
cmna,cmna::refmatrix,1
cmna,cmna::rrefmatrix,1
cmna,cmna::resizeImageNN,3
cmna,cmna::quadratic,3
cmna,cmna::bvpexample10,1
cmna,cmna::betterpoly,2
cmna,cmna::symdiff,3
cmna,cmna::mcint2,4
cmna,cmna::heat,5
cmna,cmna::bvpexample,1
cmna,cmna::qbezier,3
cmna,cmna::findiff,3
cmna,cmna::romberg,5
cmna,cmna::graddsc,5
cmna,cmna::hillclimbing,4
cmna,cmna::gaussint,3
cmna,cmna::polyinterp,2
cmna,cmna::cubicspline,2
cmna,cmna::secant,4
cmna,cmna::resizeImageBL,3
cmna,cmna::pwisesum,1
cmna,cmna::isPrime,1
cmna,cmna::gauss.legendre,2
cmna,cmna::gaussseidel,4
cmna,cmna::adaptint,5
cmna,cmna::wave,5
cmna,cmna::kahansum,1
cmna,cmna::gauss.laguerre,2
cmna,cmna::giniquintile,1
cmna,cmna::simp38,4
